YEAR,SEED,TEAM,ROUND,KENPOM ADJUSTED EFFICIENCY,KENPOM ADJUSTED OFFENSE,KENPOM ADJUSTED DEFENSE,KENPOM ADJUSTED TEMPO,BARTTORVIK ADJUSTED EFFICIENCY,BARTTORVIK ADJUSTED OFFENSE,BARTTORVIK ADJUSTED DEFENSE,BARTHAG,ELITE SOS,BARTTORVIK ADJUSTED TEMPO,2PT %,3PT %,FREE THROW %,EFG %,FREE THROW RATE,3PT RATE,ASSIST %,OFFENSIVE REBOUND %,DEFENSIVE REBOUND %,BLOCK %,TURNOVER %,2PT % DEFENSE,3PT % DEFENSE,FREE THROW % DEFENSE,EFG % DEFENSE,FREE THROW RATE DEFENSE,3PT RATE DEFENSE,OP ASSIST %,OP O REB %,OP D REB %,BLOCKED %,TURNOVER % DEFENSE,WINS ABOVE BUBBLE,WIN %,POINTS PER POSSESSION OFFENSE,POINTS PER POSSESSION DEFENSE
2013,8.252212389380531,eastern washington,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,texas southern,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,14.0,belmont,64.0,13.100000000000001,112.90000000000002,99.86666666666667,67.86666666666666,11.5,110.36666666666667,98.86666666666667,0.7496666666666666,12.01,69.63333333333334,53.1,37.5,72.39999999999999,54.46666666666666,37.06666666666667,43.166666666666664,61.73333333333334,35.43333333333333,68.49999999999999,6.8,19.3,47.53333333333333,33.733333333333334,67.73333333333333,48.46666666666667,39.06666666666666,31.833333333333332,53.36666666666667,31.5,64.56666666666666,11.966666666666667,23.5,-0.5666666666666667,80.67666666666666,1.1356666666666666,0.9583333333333334
2013,1.6,kansas,11.8,29.04,118.34,89.28,67.0,29.82,118.05999999999999,88.24000000000001,0.9632,30.945999999999998,68.76,54.15999999999999,38.660000000000004,70.28,55.339999999999996,40.36,30.559999999999995,60.32000000000001,36.92,70.72,14.180000000000001,19.36,41.480000000000004,32.92,70.41999999999999,44.2,33.14,34.06,53.56,29.28,63.08,7.839999999999999,20.76,9.1,87.82000000000001,1.1448,0.9172
2013,8.252212389380531,tulsa,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,11.0,st. joseph's,64.0,14.6,114.7,100.2,63.6,14.8,113.3,98.5,0.833,23.98,65.5,52.8,38.5,72.6,54.6,40.0,35.8,58.8,32.5,65.9,13.7,19.3,47.2,36.9,68.4,50.3,32.6,37.7,60.7,34.1,67.5,10.1,21.6,-1.2,63.64,1.112,1.02
2013,5.6,purdue,25.6,20.860000000000003,112.35999999999999,91.5,65.34,20.98,111.24000000000001,90.26,0.9134,31.279999999999994,67.2,48.339999999999996,35.68,69.92,50.220000000000006,36.0,34.279999999999994,57.98,31.379999999999995,69.08,11.5,16.46,44.92,34.38,68.61999999999999,46.9,35.28,30.360000000000003,54.7,30.919999999999998,68.61999999999999,8.360000000000001,22.939999999999998,4.68,74.93599999999999,1.0715999999999999,0.9346
2013,8.252212389380531,providence,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,mercer,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,12.0,alabama-birmingham,68.0,12.5,108.6,96.1,62.1,12.6,107.8,95.2,0.807,18.91,63.0,50.9,33.7,71.9,50.8,30.2,40.2,55.6,33.8,69.1,8.2,19.0,45.2,31.0,69.8,45.6,32.5,29.8,47.8,30.9,66.2,10.0,19.2,-0.2,73.33,1.066,0.964
2013,8.252212389380531,tcu,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,la salle,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,milwaukee,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,4.25,uconn,33.25,20.950000000000003,113.925,92.975,64.975,21.099999999999998,113.35,92.25,0.9072499999999999,32.4475,66.925,49.625,34.225,70.30000000000001,50.05,40.599999999999994,26.8,54.099999999999994,38.875,66.27499999999999,17.225,18.6,41.05,33.474999999999994,70.125,44.05,23.849999999999998,32.300000000000004,51.625,33.725,61.125,8.024999999999999,17.424999999999997,5.125,74.25,1.09175,0.9670000000000001
2013,8.252212389380531,northwestern state,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,liberty,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,15.0,austin peay,64.0,-0.2,104.5,104.7,65.0,-1.0,102.5,103.5,0.472,9.97,67.4,49.0,38.6,71.5,52.3,44.6,37.2,58.6,29.9,67.7,6.7,18.5,53.0,37.1,69.8,54.1,32.7,40.0,60.5,32.3,70.1,9.6,24.5,-5.3,70.59,1.082,1.026
2013,8.252212389380531,valparaiso,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,stony brook,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,6.4,marquette,32.0,20.14,114.64000000000001,94.47999999999999,66.28,20.7,114.0,93.3,0.9081999999999999,31.968,68.3,50.040000000000006,36.06,71.46,51.419999999999995,40.84,31.8,59.720000000000006,34.94,66.67999999999999,8.48,17.56,47.8,32.92,67.28,48.38,32.239999999999995,32.32,56.74000000000001,33.32,65.05999999999999,9.18,22.520000000000003,3.2,69.646,1.1042,0.9690000000000001
2013,8.252212389380531,weber state,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,northern kentucky,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,16.0,unc asheville,64.0,3.7,105.5,101.8,67.75,0.9500000000000001,102.6,101.65,0.5249999999999999,12.719999999999999,69.55,51.0,33.849999999999994,73.6,50.95,45.15,29.85,57.45,32.5,64.6,8.8,20.25,48.25,34.7,67.5,49.55,37.85,33.7,55.05,35.4,67.5,9.2,23.35,-5.699999999999999,62.585,1.062,0.9964999999999999
2013,12.0,georgia,64.0,9.95,105.6,95.65,64.15,10.8,105.35,94.55000000000001,0.772,27.975,65.80000000000001,47.9,33.45,68.55,48.55,34.7,28.25,54.05,37.15,68.19999999999999,11.149999999999999,21.05,46.1,31.5,66.75,46.400000000000006,33.900000000000006,33.45,46.1,31.799999999999997,62.85,9.15,18.85,-1.8499999999999999,57.815,1.0215,0.981
2013,8.252212389380531,james madison,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,7.0,illinois,48.0,19.35,109.35,90.0,63.55,20.950000000000003,110.05000000000001,89.1,0.9185000000000001,33.87,65.2,50.349999999999994,37.0,72.0,51.9,25.75,30.1,66.6,31.4,67.65,11.05,19.3,44.6,29.75,67.8,44.599999999999994,29.4,33.15,53.75,32.349999999999994,68.6,6.7,20.049999999999997,2.7,66.055,1.0459999999999998,0.9375
2013,8.0,byu,48.0,19.74,112.62,92.9,69.75999999999999,19.380000000000003,111.44000000000001,92.06,0.8917999999999999,21.872000000000003,71.32000000000001,51.98,37.58,72.7,53.519999999999996,37.38,35.08,58.64,30.46,73.16,10.12,17.04,44.96,31.6,68.96000000000001,45.7,34.239999999999995,32.36,51.6,26.839999999999996,69.53999999999999,6.960000000000001,20.6,3.2600000000000002,80.75,1.1088,0.9269999999999999
2013,11.5,davidson,36.0,15.65,112.94999999999999,97.3,66.4,15.3,110.8,95.5,0.8400000000000001,16.11,68.7,53.05,35.05,74.80000000000001,52.849999999999994,31.05,39.25,54.900000000000006,33.85,72.85,9.3,17.45,46.2,34.25,65.44999999999999,47.9,39.25,32.5,48.1,27.15,66.15,8.25,20.85,0.55,79.035,1.1219999999999999,0.9505
2013,8.252212389380531,texas tech,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,louisiana,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,auburn,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,nevada,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,bradley,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,1.25,unc,5.25,26.125,117.77499999999999,91.625,71.25,26.325000000000003,117.05,90.72500000000001,0.9477499999999999,31.095,73.5,50.3,35.599999999999994,71.625,51.075,38.6,24.525000000000002,55.875,40.15,70.475,12.5,17.75,44.925,33.2,67.05000000000001,46.6,24.35,34.55,49.85,29.525000000000002,59.85,8.25,20.0,8.85,86.325,1.1280000000000001,0.9392499999999999
2013,4.6,michigan state,20.4,21.52,112.8,91.3,64.61999999999999,21.16,111.76000000000002,90.6,0.9120000000000001,34.288,66.7,50.28,35.44,69.85999999999999,51.08,37.559999999999995,27.26,62.660000000000004,38.6,71.62,11.279999999999998,20.62,45.02,32.339999999999996,68.74,46.2,33.8,36.1,54.24000000000001,28.380000000000003,61.4,7.8199999999999985,19.4,5.4,73.53399999999999,1.0796,0.9507999999999999
2013,4.25,kentucky,19.25,22.900000000000002,114.89999999999999,91.975,64.875,23.625000000000004,114.5,90.875,0.9124999999999999,28.122500000000002,66.75,51.7,36.925,71.275,52.85,40.474999999999994,30.075,50.525000000000006,36.849999999999994,68.175,16.95,19.35,41.2,32.35,70.225,43.5,31.5,31.85,48.825,31.825,63.150000000000006,8.774999999999999,19.05,6.0,81.0,1.11225,0.9365000000000001
2013,8.252212389380531,loyola (il),40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,8.252212389380531,yale,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,11.0,colorado,32.0,8.3,104.6,96.3,64.2,10.3,104.2,93.9,0.768,22.69,65.8,48.5,34.1,68.7,49.3,43.0,31.6,50.1,29.3,71.5,9.0,19.2,45.8,32.9,66.1,47.0,32.5,34.5,48.2,28.5,70.7,10.6,18.7,-0.3,65.63,1.012,0.97
2013,8.252212389380531,uc-irvine,40.067477876106196,16.00287442477876,112.19495265486727,96.18942323008851,66.11796969026548,15.784120575221237,111.20093584070797,95.41681526548673,0.8168384955752213,24.66541482300885,67.54678650442477,51.212610619469025,35.87024336283186,71.26891592920354,52.110730088495565,36.6304203539823,34.87057522123894,54.728097345132745,32.52776548672566,70.73838495575221,10.695353982300883,17.893694690265487,46.212942477876105,32.890707964601766,69.84977876106196,47.2771017699115,32.778318584070796,34.67035398230089,50.76117256637169,29.261615044247787,67.47223451327434,8.619026548672567,19.613827433628316,1.913495575221239,72.88915863067477,1.0908982300884955,0.971950221238938
2013,14.0,iona,68.0,12.3,116.0,103.6,69.1,11.2,113.2,102.0,0.768,13.59,70.9,55.7,39.3,71.6,56.7,31.0,32.1,62.5,32.6,67.5,5.4,17.2,50.0,35.4,70.1,51.1,28.7,34.2,53.0,32.5,67.4,7.4,22.2,0.0,78.13,1.157,1.009
