YEAR,SEED,TEAM,ROUND,KENPOM ADJUSTED EFFICIENCY,KENPOM ADJUSTED OFFENSE,KENPOM ADJUSTED DEFENSE,KENPOM ADJUSTED TEMPO,BARTTORVIK ADJUSTED EFFICIENCY,BARTTORVIK ADJUSTED OFFENSE,BARTTORVIK ADJUSTED DEFENSE,BARTHAG,ELITE SOS,BARTTORVIK ADJUSTED TEMPO,2PT %,3PT %,FREE THROW %,EFG %,FREE THROW RATE,3PT RATE,ASSIST %,OFFENSIVE REBOUND %,DEFENSIVE REBOUND %,BLOCK %,TURNOVER %,2PT % DEFENSE,3PT % DEFENSE,FREE THROW % DEFENSE,EFG % DEFENSE,FREE THROW RATE DEFENSE,3PT RATE DEFENSE,OP ASSIST %,OP O REB %,OP D REB %,BLOCKED %,TURNOVER % DEFENSE,WINS ABOVE BUBBLE,WIN %,POINTS PER POSSESSION OFFENSE,POINTS PER POSSESSION DEFENSE,TEAM.1
2023,9,west virginia,0,19.145,117.222,98.077,68.8134,19.839,117.409,97.57,0.894,35.844,68.745,51.3,34.8,74.1,51.7,39.7,36.3,50.5,33.7,70.7,8.7,18.5,50.5,34.1,72.7,50.7,38.5,35.0,50.3,29.3,66.3,6.3,20.9,1.8,57.57575758,1.088,1.013,West Virginia
2023,10,usc,0,15.6478,113.22,97.5717,68.1023,14.576,112.631,98.055,0.831,26.885,68.151,51.1,34.5,74.4,51.3,33.8,33.0,51.7,29.0,67.0,13.7,18.1,42.4,33.4,71.9,45.2,29.8,37.4,56.3,33.0,71.0,7.8,18.1,2.0,68.75,1.059,0.979,USC
2023,10,utah state,0,18.9101,117.867,98.9571,68.7355,18.675,117.149,98.474,0.88,24.395,68.81,54.1,38.5,76.7,55.6,35.5,42.1,62.3,27.4,75.2,8.7,17.4,45.9,34.3,74.2,47.8,30.2,33.8,46.9,24.8,72.6,7.5,15.8,3.9,75.75757576,1.121,1.006,Utah St.
2023,11,arizona state,0,12.3775,107.689,95.3115,68.3524,11.323,106.464,95.141,0.785,28.051,68.376,47.9,31.4,68.9,47.5,30.8,39.5,56.9,29.6,68.2,13.2,16.9,43.8,33.6,70.2,46.4,33.4,39.1,53.9,31.8,70.4,8.2,20.6,1.3,64.70588235,1.006,0.968,Arizona St.
2023,11,mississippi state,0,14.072,105.527,91.4546,63.7628,12.068,104.114,92.046,0.805,28.648,63.747,50.5,26.6,64.7,46.9,34.6,34.5,59.1,35.2,71.0,11.3,19.3,46.2,30.8,71.9,46.2,27.6,44.0,58.6,29.0,64.8,7.9,22.0,0.8,63.63636364,0.999,0.925,Mississippi St.
2023,11,nevada,0,14.8171,112.143,97.3263,66.0119,12.69,110.23,97.54,0.803,25.284,66.045,50.3,33.8,79.2,50.5,39.5,37.4,58.1,22.9,74.9,9.7,15.2,49.3,32.5,73.7,49.0,31.4,42.2,52.9,25.1,77.1,8.5,18.7,1.4,67.74193548,1.063,0.996,Nevada
2023,11,nc state,0,13.3246,114.007,100.683,69.081,14.019,114.076,100.057,0.819,22.735,69.399,51.5,34.9,72.0,51.8,25.3,37.6,45.0,30.7,73.4,12.1,13.6,50.6,32.2,73.4,49.8,34.0,33.5,44.9,26.6,69.3,6.4,19.1,0.9,69.6969697,1.115,1.009,North Carolina St.
2023,11,pitt,0,11.2466,115.197,103.95,67.2676,9.947,113.889,103.942,0.741,21.918,67.342,52.7,36.0,76.1,53.2,32.4,44.1,54.5,30.4,71.8,11.5,16.4,48.6,33.4,71.0,49.2,30.6,39.8,52.9,28.2,69.6,10.1,16.7,-0.5,66.66666667,1.117,1.034,Pittsburgh
2023,11,providence,0,14.7186,116.93,102.212,66.8617,13.406,115.708,102.302,0.805,27.453,67.044,50.9,35.1,74.5,51.5,36.8,31.6,53.4,35.2,73.3,11.5,16.9,49.6,33.9,74.4,50.0,25.5,33.9,48.2,26.7,64.8,9.6,16.9,0.9,65.625,1.12,1.023,Providence
2023,12,college of charleston,0,11.7448,111.46,99.7151,70.9126,11.5,110.302,98.802,0.78,8.739,71.15,52.9,33.3,74.3,51.5,32.7,47.4,49.1,35.1,74.5,7.8,16.7,49.1,30.3,68.0,47.9,24.7,32.0,44.8,25.5,64.9,10.9,19.3,1.8,90.90909091,1.126,0.944,College of Charleston
2023,12,vcu,0,12.4382,106.597,94.1587,68.1783,12.153,106.151,93.998,0.802,15.348,68.076,52.3,34.7,69.7,52.2,41.8,32.8,53.1,29.0,70.2,12.7,19.5,46.2,32.3,70.3,47.0,30.5,34.1,51.0,29.8,71.0,9.7,24.1,1.1,79.41176471,1.044,0.919,VCU
2023,13,iona,0,11.6678,110.93,99.2623,68.8514,11.509,109.997,98.488,0.781,9.917,68.747,50.8,36.0,73.1,51.8,29.0,32.1,53.4,32.0,69.5,14.8,15.3,47.0,29.2,70.2,45.9,31.2,34.5,50.6,30.5,68.0,6.5,20.9,-1.5,79.41176471,1.105,0.941,Iona
2023,13,kent state,0,11.9326,108.464,96.5315,68.0057,10.498,107.75,97.252,0.765,15.057,68.09,52.2,33.2,72.3,51.3,32.0,38.6,45.0,30.9,69.8,12.5,16.3,47.8,30.9,72.4,47.2,38.8,40.7,50.8,30.2,69.1,7.4,22.6,1.1,81.25,1.088,0.953,Kent St.
2023,13,louisiana,0,8.2045,112.336,104.131,68.3637,9.588,112.434,102.846,0.736,14.542,68.482,52.2,36.6,67.2,53.0,37.7,31.7,50.8,33.8,73.6,7.3,17.5,49.2,35.9,70.5,50.6,33.8,29.9,42.5,26.4,66.2,8.2,18.1,-0.3,76.66666667,1.096,1.023,Louisiana Lafayette
2023,15,colgate,0,5.25477,113.031,107.776,67.8358,6.338,112.543,106.205,0.661,8.427,67.756,57.1,40.9,66.2,58.6,27.6,34.8,61.5,24.9,75.9,7.7,14.9,51.5,34.9,68.6,51.9,20.3,36.9,53.7,24.1,75.1,8.3,17.6,-3.5,75.75757576,1.15,1.019,Colgate
2023,15,princeton,0,4.84214,108.582,103.74,67.5584,5.815,108.831,103.016,0.653,10.934,67.486,53.5,34.0,71.3,52.5,32.2,40.7,47.9,28.4,77.2,8.2,16.9,47.2,33.1,68.9,48.0,29.3,32.6,43.3,22.8,71.6,9.8,14.5,-3.1,70.37037037,1.081,0.994,Princeton
2023,15,unc asheville,0,1.51853,104.248,102.73,68.4549,-0.433,102.628,103.061,0.488,10.577,68.449,51.4,38.8,69.3,53.9,41.3,37.2,50.1,25.8,71.3,10.2,20.0,49.1,30.5,71.8,48.0,26.8,34.0,45.2,28.7,74.2,11.2,17.9,-1.7,78.125,1.047,0.994,UNC Asheville
2023,15,vermont,0,5.42715,109.881,104.454,64.5559,7.58,110.349,102.769,0.694,13.059,64.732,55.5,36.2,70.3,54.9,28.4,43.3,52.1,19.3,77.5,8.3,14.2,50.0,34.6,72.4,50.7,26.9,36.1,44.8,22.5,80.7,8.5,16.8,-3.7,68.75,1.09,1.007,Vermont
2023,16,fairleigh dickinson,0,-12.2646,106.257,118.522,68.72,-12.653,105.909,118.562,0.215,5.149,68.787,51.4,34.4,74.9,51.5,27.9,37.0,51.5,31.4,71.1,5.7,16.3,56.1,36.9,75.6,55.8,34.8,40.1,56.4,28.9,68.6,10.0,21.4,-12.2,53.125,1.088,1.084,Fairleigh Dickinson
2023,16,northern kentucky,0,0.52915,103.434,102.905,61.9981,0.793,103.114,102.321,0.522,10.774,61.916,47.7,35.2,70.4,49.8,27.4,40.7,54.7,31.3,67.2,8.2,17.5,48.9,36.7,70.2,51.3,30.8,38.9,60.3,32.8,68.7,7.3,23.2,-6.5,62.5,1.044,1.005,Northern Kentucky
2023,16,texas southern,0,-9.68316,96.6102,106.293,69.3116,-8.896,96.382,105.278,0.266,14.99,69.374,47.4,28.7,66.0,46.2,34.9,28.1,44.3,29.3,72.3,8.1,20.3,48.7,33.6,70.9,49.3,38.1,34.9,47.2,27.7,70.7,8.1,18.5,-13.3,37.5,0.939,1.008,Texas Southern
2022,1,kansas,1,25.5,119.4,93.9,69.1,27.2,120.1,92.9,0.95,36.3,70.1,54.5,35.5,72.4,54.1,32.8,33.8,53.9,33.4,71.1,10.5,17.8,47.9,30.1,70.7,46.9,27.8,34.2,47.5,28.9,66.6,7.8,18.4,10.4,82.35,1.119,0.97,Kansas
2022,1,arizona,16,27.2,119.6,92.4,72.2,25.6,117.4,91.8,0.944,24.98,73.4,57.5,35.4,73.8,55.9,35.1,35.7,65.4,34.5,71.7,13.4,18.0,41.9,32.7,67.0,44.4,22.8,34.5,46.8,28.3,65.5,7.0,17.7,8.8,91.18,1.155,0.922,Arizona
2022,1,gonzaga,16,33.0,121.8,88.8,72.5,31.8,120.2,88.4,0.972,24.98,73.8,60.9,37.9,73.1,59.4,29.7,35.4,55.0,29.0,77.0,13.4,15.9,41.6,30.7,69.5,43.2,22.2,33.9,40.6,23.0,71.0,6.6,17.0,6.7,89.66,1.19,0.885,Gonzaga
2022,1,baylor,32,26.3,117.9,91.6,67.2,26.3,116.6,90.3,0.95,35.39,68.6,53.5,34.6,69.8,52.9,28.5,37.7,56.1,36.3,71.6,9.6,18.2,49.5,29.9,70.1,47.8,26.9,35.9,55.5,28.4,63.7,7.3,22.9,8.9,81.25,1.112,0.925,Baylor
2022,2,duke,4,23.7,119.4,95.7,67.4,25.8,119.9,94.1,0.942,28.31,68.7,55.8,36.8,72.9,55.6,28.6,36.6,56.6,31.9,71.5,13.1,14.9,46.9,31.4,67.2,47.0,18.9,33.8,51.8,28.5,68.1,8.1,16.1,7.2,82.35,1.169,0.979,Duke
2022,2,villanova,4,24.1,118.0,93.8,62.6,24.5,117.7,93.2,0.936,32.17,63.6,50.3,35.9,82.3,52.0,30.5,46.0,49.0,30.9,72.0,7.1,15.5,48.2,31.0,74.5,47.5,25.1,43.0,50.0,28.0,69.1,10.9,18.8,7.4,78.79,1.127,0.979,Villanova
2022,2,auburn,32,24.5,113.6,89.1,70.0,22.9,112.3,89.4,0.932,27.61,71.0,51.9,32.0,73.3,50.3,31.6,39.9,52.0,33.2,70.7,20.9,16.7,42.6,31.2,72.9,44.1,34.8,36.3,48.8,29.3,66.8,10.1,20.7,7.4,84.38,1.085,0.924,Auburn
2022,2,kentucky,64,26.6,120.2,93.6,67.3,25.1,118.6,93.5,0.939,32.45,68.7,53.7,34.9,73.0,53.3,27.2,28.1,53.0,37.8,75.1,11.0,16.6,47.2,30.3,71.5,46.5,25.1,36.0,46.2,24.9,62.2,6.4,17.4,6.9,78.79,1.142,0.948,Kentucky
2022,3,texas tech,16,24.6,109.7,85.1,66.5,22.9,109.3,86.4,0.937,35.6,67.4,55.1,31.4,69.9,52.4,36.1,34.4,52.3,33.3,73.9,11.9,20.3,44.3,31.3,68.3,45.5,32.1,45.6,53.8,26.1,66.7,7.2,23.6,6.5,73.53,1.051,0.884,Texas Tech
2022,3,purdue,16,22.3,121.3,99.0,65.8,25.5,122.5,97.0,0.936,30.35,66.8,55.9,39.1,70.3,57.0,36.3,39.1,58.9,35.2,76.4,9.9,17.3,49.2,33.5,72.0,49.6,21.4,41.0,53.1,23.6,64.8,6.7,14.1,7.1,79.41,1.185,1.022,Purdue
2022,3,tennessee,32,25.2,111.4,86.2,67.2,23.5,110.5,87.0,0.94,34.13,68.3,48.0,35.8,71.2,50.3,29.6,40.7,62.3,32.8,72.6,13.2,18.0,45.8,31.2,70.6,46.2,31.6,39.4,51.3,27.4,67.2,7.8,22.9,8.0,78.79,1.058,0.907,Tennessee
2022,3,wisconsin,32,15.6,110.4,94.8,66.5,16.8,110.0,93.2,0.871,31.94,67.5,48.9,31.3,74.2,48.2,32.3,36.0,44.0,25.8,76.0,7.5,12.7,49.9,32.3,68.0,49.4,27.7,33.7,45.9,24.0,74.2,9.0,16.9,6.5,77.42,1.053,0.991,Wisconsin
2022,4,arkansas,8,19.0,111.1,92.1,70.6,17.2,109.2,92.0,0.878,27.26,71.7,50.9,30.7,75.3,49.2,37.9,34.3,52.9,30.9,74.2,11.9,17.4,46.4,32.8,73.2,47.5,32.3,39.2,54.4,25.8,69.1,8.7,20.6,4.5,75.76,1.06,0.945,Arkansas
2022,4,providence,16,13.9,111.9,98.0,65.2,14.7,111.1,96.4,0.837,26.18,66.5,49.6,34.3,72.6,50.3,38.5,38.1,54.0,30.5,72.0,9.9,17.3,46.6,31.2,70.9,46.7,26.3,36.1,46.3,28.0,69.5,9.9,15.8,6.0,83.33,1.066,0.995,Providence
2022,4,ucla,16,24.8,116.1,91.2,65.5,23.6,115.3,91.7,0.933,27.18,66.8,49.6,35.2,73.6,50.6,29.8,31.5,49.9,31.9,75.2,9.5,13.4,47.3,32.2,72.3,47.7,29.2,37.8,51.1,24.8,68.1,7.9,19.7,5.1,78.13,1.117,0.948,UCLA
2022,4,illinois,32,19.6,113.7,94.1,67.1,21.1,114.1,93.0,0.913,30.9,68.2,51.7,36.7,70.8,53.1,31.7,42.7,57.7,33.4,74.2,7.1,17.7,45.5,32.2,72.1,46.3,28.4,29.6,41.7,25.8,66.6,8.6,15.6,4.2,70.97,1.102,0.984,Illinois
2022,5,houston,8,26.5,117.3,90.9,63.8,28.6,117.0,88.4,0.962,22.69,65.1,55.1,34.1,66.9,53.6,28.7,39.1,59.5,37.8,72.7,17.3,17.1,43.5,29.0,70.5,43.5,35.1,42.9,55.4,27.3,62.2,6.4,21.7,6.2,85.29,1.147,0.89,Houston
2022,5,saint mary's,32,19.8,109.8,90.0,63.5,17.9,108.3,90.4,0.889,25.91,64.8,52.6,35.1,76.7,52.6,23.2,36.1,51.0,27.3,78.1,6.5,17.1,47.0,34.4,71.4,48.3,24.4,28.8,35.9,21.9,72.7,8.8,19.5,3.9,77.42,1.06,0.933,Saint Mary's
2022,5,uconn,64,19.3,113.9,94.6,64.9,18.6,113.0,94.4,0.888,27.68,66.2,47.8,35.3,75.0,49.6,30.6,34.2,52.2,38.0,72.5,16.7,17.4,42.8,34.5,68.0,45.7,31.9,32.6,44.2,27.5,62.0,8.3,18.0,3.2,71.88,1.099,0.953,Connecticut
2022,5,iowa,64,23.5,121.5,98.0,69.6,23.3,120.9,97.6,0.921,28.22,70.8,52.6,36.8,74.9,53.6,30.4,39.2,53.8,32.2,69.8,11.4,12.9,50.0,32.9,70.6,49.8,26.2,36.5,54.5,30.2,67.8,7.3,19.3,4.6,74.29,1.183,1.007,Iowa
2022,6,texas,32,20.4,111.8,91.4,63.1,21.8,110.6,88.8,0.926,34.94,64.1,50.9,32.3,74.9,50.1,32.3,36.0,53.3,31.9,70.0,10.1,18.2,46.1,31.6,66.9,46.5,36.8,33.7,43.9,30.0,68.1,9.3,23.3,3.3,65.63,1.056,0.921,Texas
2022,6,alabama,64,17.4,116.1,98.7,71.7,17.8,115.9,98.1,0.872,34.86,72.8,56.3,30.8,73.0,51.5,33.6,48.0,52.9,35.5,69.3,11.9,19.8,49.3,33.1,71.2,49.4,35.2,35.9,46.2,30.7,64.5,11.5,17.7,2.0,59.38,1.087,1.039,Alabama
2022,6,colorado state,64,15.9,114.2,98.3,65.1,13.8,112.3,98.5,0.819,22.05,66.4,56.3,35.7,77.4,55.2,30.4,39.0,53.5,21.9,75.1,9.8,15.1,50.5,32.7,70.9,49.9,25.0,44.3,50.4,24.9,78.1,8.4,18.4,4.3,82.76,1.105,0.993,Colorado St.
2022,6,lsu,64,19.1,107.6,88.6,68.6,18.5,105.8,87.3,0.901,30.1,69.8,50.5,31.9,73.2,49.5,33.0,34.6,48.7,33.7,68.8,14.8,20.4,47.7,28.0,69.0,45.1,38.4,45.9,54.0,31.2,66.3,8.8,25.3,2.3,66.67,1.029,0.894,LSU
